subject,condition,block,group,item,word,phoneme,accuracy,raw_rt
8,target2,block4,27,132,lack,no,1,1021
8,target1,block4,27,133,sick,s,1,779
8,target2,block4,27,134,rot,o,1,1507
8,filler,block4,27,135,resign,resign,1,858
8,target2,block4,28,136,stomp,o,1,2129
8,target1,block4,28,137,mass,s,1,1036
8,target2,block4,28,138,sacks,no,1,1703
8,target1,block4,28,139,thin,th,1,765
8,filler,block4,28,140,meet,meet,1,1151
8,target2,block4,29,141,rack,no,1,1398
8,target1,block4,29,142,force,s,1,1490
8,target2,block4,29,143,stamp,no,1,903
8,target1,block4,29,144,math,th,1,709
8,filler,block4,29,145,name,name,1,838
8,target2,block4,30,146,box,o,1,663
8,target1,block4,30,147,thick,th,1,2104
8,target1,block4,30,148,thing,th,1,710
8,target2,block4,30,149,hat,no,1,1053
8,filler,block4,30,150,dime,dime,1,904
8,target1,block4,31,151,face,s,1,987
8,target2,block4,31,152,socks,o,1,1035
8,target2,block4,31,153,rat,no,1,746
8,target1,block4,31,154,sin,s,1,805
8,filler,block4,31,155,fold,fold,1,959
8,target1,block4,32,156,mouth,th,1,1258
8,target2,block4,32,157,top,o,1,731
8,target2,block4,32,158,lock,o,1,1525
8,target1,block4,32,159,some,s,1,846
8,filler,block4,32,160,post,post,1,875
9,target2,block4,25,121,backs,no,1,1338
9,target1,block4,25,122,sing,s,1,1379
9,target2,block4,25,123,tap,no,1,1156
9,target1,block4,25,124,faith,th,1,1020
9,filler,block4,25,125,beat,beat,1,1904
9,target1,block4,26,126,mouse,s,1,1496
9,target2,block4,26,127,rock,o,1,1384
9,target2,block4,26,128,hot,o,1,1698
9,target1,block4,26,129,forth,th,1,1133
9,filler,block4,26,130,hall,hall,1,996
9,target1,block4,27,131,thumb,th,1,1442
9,target2,block4,27,132,lack,no,1,1893
9,target1,block4,27,133,thick,th,0,3194
9,target2,block4,27,134,rot,o,1,1706
9,filler,block4,27,135,resign,resign,1,1402
9,target2,block4,28,136,stamp,no,0,1327
9,target1,block4,28,137,mass,s,1,1760
9,target2,block4,28,138,sacks,no,1,1786
9,target1,block4,28,139,thin,th,1,999
9,filler,block4,28,140,meet,meet,1,1465
9,target2,block4,29,141,rack,no,1,1694
9,target1,block4,29,142,force,s,1,1634
9,target2,block4,29,143,stamp,no,1,1289
9,target1,block4,29,144,math,th,1,1218
9,filler,block4,29,145,name,name,1,1468
9,target2,block4,30,146,box,o,1,1573
9,target1,block4,30,147,thick,th,1,995
9,target1,block4,30,148,thing,th,1,3936
9,target2,block4,30,149,hat,no,1,778
9,filler,block4,30,150,dime,dime,1,866
9,target1,block4,31,151,face,s,1,1433
9,target2,block4,31,152,sacks,no,0,997
9,target2,block4,31,153,rat,no,1,1457
9,target1,block4,31,154,sin,s,1,941
9,filler,block4,31,155,fold,fold,1,1214
9,target1,block4,32,156,mouth,th,1,1126
9,target2,block4,32,157,top,o,1,919
9,target2,block4,32,158,lock,o,1,1730
9,target1,block4,32,159,some,s,1,1784
9,filler,block4,32,160,post,post,1,1392
10,target2,block4,25,121,backs,no,1,2176
10,target1,block4,25,122,sing,s,1,635
10,target2,block4,25,123,tap,no,1,718
10,target1,block4,25,124,face,s,0,1204
10,filler,block4,25,125,beat,beat,1,4686
10,target1,block4,26,126,mouse,s,1,3358
10,target2,block4,26,127,rock,o,1,3412
10,target2,block4,26,128,hot,o,1,1359
10,target1,block4,26,129,force,s,0,3658
10,filler,block4,26,130,hall,hall,1,1608
10,target1,block4,27,131,thumb,th,1,910
10,target2,block4,27,132,lack,no,1,1140
10,target1,block4,27,133,sick,s,1,620
10,target2,block4,27,134,rot,o,1,2493
10,filler,block4,27,135,resign,resign,1,1342
10,target2,block4,28,136,stomp,o,1,4220
10,target1,block4,28,137,mass,s,1,1712
10,target2,block4,28,138,sacks,no,1,3486
10,target1,block4,28,139,thin,th,1,904
10,filler,block4,28,140,meet,meet,1,2364
10,target2,block4,29,141,rack,no,1,5102
10,target1,block4,29,142,force,s,1,1076
10,target2,block4,29,143,stamp,no,1,757
10,target1,block4,29,144,math,th,1,873
10,filler,block4,29,145,name,name,1,982
10,target2,block4,30,146,box,o,1,694
10,target1,block4,30,147,thick,th,1,704
10,target1,block4,30,148,thing,th,1,1355
10,target2,block4,30,149,hat,no,1,1186
10,filler,block4,30,150,dime,dime,1,1043
10,target1,block4,31,151,face,s,1,1557
10,target2,block4,31,152,socks,o,1,1528
10,target2,block4,31,153,rat,no,1,1003
10,target1,block4,31,154,sin,s,1,2731
10,filler,block4,31,155,fold,fold,1,1375
10,target1,block4,32,156,mouth,th,1,1029
10,target2,block4,32,157,top,o,1,1460
10,target2,block4,32,158,lock,o,1,1919
10,target1,block4,32,159,some,s,1,1340
10,filler,block4,32,160,post,post,1,1160
11,target2,block4,25,121,backs,no,1,1631
11,target1,block4,25,122,sing,s,1,988
11,target2,block4,25,123,tap,no,1,778
11,target1,block4,25,124,faith,th,1,1397
11,filler,block4,25,125,beat,beat,1,3070
11,target1,block4,26,126,mouse,s,1,1055
11,target2,block4,26,127,rock,o,1,2325
11,target2,block4,26,128,hat,no,0,3506
11,target1,block4,26,129,forth,th,1,1621
11,filler,block4,26,130,hall,hall,1,1414
11,target1,block4,27,131,thumb,th,1,904
11,target2,block4,27,132,lack,no,1,1523
11,target1,block4,27,133,sick,s,1,1256
11,target2,block4,27,134,rat,no,0,4149
11,filler,block4,27,135,resign,resign,1,2245
11,target2,block4,28,136,stomp,o,1,6550
11,target1,block4,28,137,mass,s,1,1196
11,target2,block4,28,138,sacks,no,1,1880
11,target1,block4,28,139,thin,th,1,1194
11,filler,block4,28,140,meet,meet,1,3051
11,target2,block4,29,141,rack,no,1,2609
11,target1,block4,29,142,force,s,1,2191
11,target2,block4,29,143,stamp,no,1,1328
11,target1,block4,29,144,math,th,1,1110
11,filler,block4,29,145,name,name,1,1058
11,target2,block4,30,146,box,o,1,937
11,target1,block4,30,147,thick,th,1,718
11,target1,block4,30,148,thing,th,1,762
11,target2,block4,30,149,hat,no,1,1747
11,filler,block4,30,150,dime,dime,1,1128
11,target1,block4,31,151,face,s,1,858
11,target2,block4,31,152,socks,o,1,2428
11,target2,block4,31,153,rat,no,1,1054
11,target1,block4,31,154,sin,s,1,606
11,filler,block4,31,155,fold,fold,1,1796
11,target1,block4,32,156,mouth,th,1,903
11,target2,block4,32,157,top,o,1,1045
11,target2,block4,32,158,lack,no,0,3033
11,target1,block4,32,159,some,s,1,897
11,filler,block4,32,160,post,post,1,804
12,target2,block4,25,121,backs,no,1,2930
12,target1,block4,25,122,sing,s,1,1603
12,target2,block4,25,123,tap,no,1,1381
12,target1,block4,25,124,face,s,0,1053
12,filler,block4,25,125,beat,beat,1,1413
12,target1,block4,26,126,mouse,s,1,1422
12,target2,block4,26,127,rock,o,1,1440
12,target2,block4,26,128,hot,o,1,1110
12,target1,block4,26,129,forth,th,1,1574
12,filler,block4,26,130,hall,hall,1,1330
12,target1,block4,27,131,thumb,th,1,1053
12,target2,block4,27,132,lack,no,1,1066
12,target1,block4,27,133,sick,s,1,1289
12,target2,block4,27,134,rot,o,1,2531
12,filler,block4,27,135,resign,resign,1,1161
12,target2,block4,28,136,stamp,no,0,1149
12,target1,block4,28,137,mass,s,1,1035
12,target2,block4,28,138,sacks,no,1,1792
12,target1,block4,28,139,thin,th,1,1015
12,filler,block4,28,140,meet,meet,1,1487
12,target2,block4,29,141,rack,no,1,1679
12,target1,block4,29,142,force,s,1,1520
12,target2,block4,29,143,stomp,o,0,2447
12,target1,block4,29,144,math,th,1,1082
12,filler,block4,29,145,name,name,1,1015
12,target2,block4,30,146,box,o,1,1566
12,target1,block4,30,147,thick,th,1,912
12,target1,block4,30,148,sing,s,0,2011
12,target2,block4,30,149,hat,no,1,1192
12,filler,block4,30,150,dime,dime,1,1759
12,target1,block4,31,151,face,s,1,1581
12,target2,block4,31,152,sacks,no,0,1505
12,target2,block4,31,153,rat,no,1,1094
12,target1,block4,31,154,sin,s,1,2074
12,filler,block4,31,155,fold,fold,1,1733
12,target1,block4,32,156,mouse,s,0,2928
12,target2,block4,32,157,top,o,1,1292
12,target2,block4,32,158,lack,no,0,1225
12,target1,block4,32,159,thumb,th,0,1240
12,filler,block4,32,160,post,post,1,1550
13,target2,block4,25,121,backs,no,1,2557
13,target1,block4,25,122,sing,s,1,1362
13,target2,block4,25,123,tap,no,1,738
13,target1,block4,25,124,faith,th,1,4697
13,filler,block4,25,125,beat,beat,1,1567
13,target1,block4,26,126,mouth,th,0,1020
13,target2,block4,26,127,rock,o,1,2513
13,target2,block4,26,128,hot,o,1,1411
13,target1,block4,26,129,forth,th,1,1554
13,filler,block4,26,130,hall,hall,1,963
13,target1,block4,27,131,some,s,0,796
13,target2,block4,27,132,lack,no,1,1463
13,target1,block4,27,133,sick,s,1,2088
13,target2,block4,27,134,rot,o,1,2421
13,filler,block4,27,135,resign,resign,1,2298
13,target2,block4,28,136,stamp,no,0,4117
13,target1,block4,28,137,math,th,0,1871
13,target2,block4,28,138,sacks,no,1,1479
13,target1,block4,28,139,thin,th,1,1391
13,filler,block4,28,140,meet,meet,1,1600
13,target2,block4,29,141,rack,no,1,1518
13,target1,block4,29,142,forth,th,0,3277
13,target2,block4,29,143,stamp,no,1,1187
13,target1,block4,29,144,math,th,1,1531
13,filler,block4,29,145,name,name,1,894
13,target2,block4,30,146,box,o,1,1426
13,target1,block4,30,147,sick,s,0,1730
13,target1,block4,30,148,sing,s,0,1583
13,target2,block4,30,149,hat,no,1,773
13,filler,block4,30,150,dime,dime,1,1048
13,target1,block4,31,151,face,s,1,1615
13,target2,block4,31,152,socks,o,1,1602
13,target2,block4,31,153,rat,no,1,802
13,target1,block4,31,154,sin,s,1,2339
13,filler,block4,31,155,fold,fold,1,1002
13,target1,block4,32,156,mouth,th,1,1443
13,target2,block4,32,157,top,o,1,1174
13,target2,block4,32,158,lock,o,1,1389
13,target1,block4,32,159,some,s,1,6014
13,filler,block4,32,160,post,post,1,1532
14,target2,block4,25,121,backs,no,1,1638
14,target1,block4,25,122,sing,s,1,1029
14,target2,block4,25,123,tap,no,1,830
14,target1,block4,25,124,faith,th,1,1274
14,filler,block4,25,125,beat,beat,1,1473
14,target1,block4,26,126,mouse,s,1,1733
14,target2,block4,26,127,rock,o,1,769
14,target2,block4,26,128,hot,o,1,911
14,target1,block4,26,129,forth,th,1,777
14,filler,block4,26,130,hall,hall,1,1415
14,target1,block4,27,131,thumb,th,1,817
14,target2,block4,27,132,lack,no,1,1184
14,target1,block4,27,133,sick,s,1,1065
14,target2,block4,27,134,rot,o,1,1359
14,filler,block4,27,135,resign,resign,1,1056
14,target2,block4,28,136,stomp,o,1,1218
14,target1,block4,28,137,mass,s,1,1445
14,target2,block4,28,138,sacks,no,1,1840
14,target1,block4,28,139,thin,th,1,1320
14,filler,block4,28,140,meet,meet,1,2391
14,target2,block4,29,141,rack,no,1,3092
14,target1,block4,29,142,force,s,1,3050
14,target2,block4,29,143,stamp,no,1,862
14,target1,block4,29,144,math,th,1,916
14,filler,block4,29,145,name,name,1,939
14,target2,block4,30,146,box,o,1,716
14,target1,block4,30,147,thick,th,1,875
14,target1,block4,30,148,thing,th,1,1307
14,target2,block4,30,149,hat,no,1,664
14,filler,block4,30,150,dime,dime,1,1341
14,target1,block4,31,151,face,s,1,930
14,target2,block4,31,152,socks,o,1,632
14,target2,block4,31,153,rat,no,1,893
14,target1,block4,31,154,sin,s,1,NA
14,filler,block4,31,155,fold,fold,1,1146
14,target1,block4,32,156,mouth,th,1,1149
14,target2,block4,32,157,top,o,1,934
14,target2,block4,32,158,lock,o,1,698
14,target1,block4,32,159,some,s,1,685
14,filler,block4,32,160,post,post,1,989
15,target2,block4,25,121,backs,no,1,1468
15,target1,block4,25,122,sing,s,1,1883
15,target2,block4,25,123,tap,no,1,768
15,target1,block4,25,124,faith,th,1,2560
15,filler,block4,25,125,beat,beat,1,1567
15,target1,block4,26,126,mouse,s,1,1147
15,target2,block4,26,127,rack,no,0,3301
15,target2,block4,26,128,hot,o,1,1395
15,target1,block4,26,129,forth,th,1,3279
15,filler,block4,26,130,hall,hall,1,1789
15,target1,block4,27,131,thumb,th,1,903
15,target2,block4,27,132,lack,no,1,1539
15,target1,block4,27,133,sick,s,1,1918
15,target2,block4,27,134,rot,o,1,1358
15,filler,block4,27,135,resign,resign,1,1009
15,target2,block4,28,136,stamp,no,0,7090
15,target1,block4,28,137,mass,s,1,1886
15,target2,block4,28,138,sacks,no,1,2776
15,target1,block4,28,139,thin,th,1,1528
15,filler,block4,28,140,met,met,0,888
15,target2,block4,29,141,rack,no,1,2977
15,target1,block4,29,142,force,s,1,2239
15,target2,block4,29,143,stamp,no,1,1508
15,target1,block4,29,144,math,th,1,965
15,filler,block4,29,145,name,name,1,1115
15,target2,block4,30,146,box,o,1,882
15,target1,block4,30,147,thick,th,1,735
15,target1,block4,30,148,thing,th,1,857
15,target2,block4,30,149,hat,no,1,929
15,filler,block4,30,150,dime,dime,1,1416
15,target1,block4,31,151,faith,th,0,1620
15,target2,block4,31,152,socks,o,1,1130
15,target2,block4,31,153,rat,no,1,881
15,target1,block4,31,154,thin,th,0,774
15,filler,block4,31,155,fold,fold,1,1251
15,target1,block4,32,156,mouth,th,1,772
15,target2,block4,32,157,top,o,1,1066
15,target2,block4,32,158,lock,o,1,1024
15,target1,block4,32,159,some,s,1,2027
15,filler,block4,32,160,post,post,1,1099
16,target2,block4,25,121,box,o,0,905
16,target1,block4,25,122,sing,s,1,1397
16,target2,block4,25,123,tap,no,1,2826
16,target1,block4,25,124,faith,th,1,1761
16,filler,block4,25,125,beat,beat,1,1208
16,target1,block4,26,126,mouth,th,0,832
16,target2,block4,26,127,rock,o,1,2443
16,target2,block4,26,128,hot,o,1,2566
16,target1,block4,26,129,forth,th,1,937
16,filler,block4,26,130,hall,hall,1,1463
16,target1,block4,27,131,thumb,th,1,1521
16,target2,block4,27,132,lack,no,1,2597
16,target1,block4,27,133,sick,s,1,1535
16,target2,block4,27,134,rat,no,0,5455
16,filler,block4,27,135,resign,resign,1,925
16,target2,block4,28,136,stomp,o,1,3499
16,target1,block4,28,137,mass,s,1,1237
16,target2,block4,28,138,sacks,no,1,2214
16,target1,block4,28,139,thin,th,1,891
16,filler,block4,28,140,meet,meet,1,1317
16,target2,block4,29,141,rock,o,0,2396
16,target1,block4,29,142,force,s,1,2277
16,target2,block4,29,143,stamp,no,1,1332
16,target1,block4,29,144,math,th,1,469
16,filler,block4,29,145,name,name,1,623
16,target2,block4,30,146,box,o,1,1106
16,target1,block4,30,147,sick,s,0,1242
16,target1,block4,30,148,thing,th,1,614
16,target2,block4,30,149,hot,o,0,639
16,filler,block4,30,150,dime,dime,1,939
16,target1,block4,31,151,face,s,1,572
16,target2,block4,31,152,socks,o,1,1608
16,target2,block4,31,153,rat,no,1,NA
16,target1,block4,31,154,sin,s,1,694
16,filler,block4,31,155,fold,fold,1,965
16,target1,block4,32,156,mouth,th,1,868
16,target2,block4,32,157,top,o,1,855
16,target2,block4,32,158,lock,o,1,991
16,target1,block4,32,159,some,s,1,702
16,filler,block4,32,160,post,post,1,2244
17,target2,block4,25,121,backs,no,1,2344
17,target1,block4,25,122,sing,s,1,993
17,target2,block4,25,123,tap,no,1,1040
17,target1,block4,25,124,faith,th,1,1864
17,filler,block4,25,125,beat,beat,1,1554
17,target1,block4,26,126,mouse,s,1,2964
17,target2,block4,26,127,rock,o,1,1396
17,target2,block4,26,128,hot,o,1,932
17,target1,block4,26,129,forth,th,1,1054
17,filler,block4,26,130,hall,hall,1,1063
17,target1,block4,27,131,thumb,th,1,1264
17,target2,block4,27,132,lack,no,1,2562
17,target1,block4,27,133,sick,s,1,805
17,target2,block4,27,134,rot,o,1,3566
17,filler,block4,27,135,resign,resign,1,4112
17,target2,block4,28,136,stomp,o,1,1400
17,target1,block4,28,137,mass,s,1,1665
17,target2,block4,28,138,sacks,no,1,2553
17,target1,block4,28,139,thin,th,1,2984
17,filler,block4,28,140,meet,meet,1,2957
17,target2,block4,29,141,rack,no,1,1999
17,target1,block4,29,142,forth,th,0,1379
17,target2,block4,29,143,stamp,no,1,1539
17,target1,block4,29,144,math,th,1,867
17,filler,block4,29,145,name,name,1,1630
17,target2,block4,30,146,box,o,1,766
17,target1,block4,30,147,sick,s,0,1113
17,target1,block4,30,148,thing,th,1,900
17,target2,block4,30,149,hot,o,0,4304
17,filler,block4,30,150,dime,dime,1,1523
17,target1,block4,31,151,face,s,1,4174
17,target2,block4,31,152,socks,o,1,1693
17,target2,block4,31,153,rat,no,1,1009
17,target1,block4,31,154,sin,s,1,1098
17,filler,block4,31,155,fold,fold,1,1593
17,target1,block4,32,156,mouth,th,1,1210
17,target2,block4,32,157,top,o,1,745
17,target2,block4,32,158,lock,o,1,1443
17,target1,block4,32,159,some,s,1,1776
17,filler,block4,32,160,post,post,1,1131
18,target2,block4,25,121,backs,no,1,1166
18,target1,block4,25,122,sing,s,1,1300
18,target2,block4,25,123,tap,no,1,865
18,target1,block4,25,124,faith,th,1,3817
18,filler,block4,25,125,beat,beat,1,1324
18,target1,block4,26,126,mouse,s,1,735
18,target2,block4,26,127,rock,o,1,1677
18,target2,block4,26,128,hot,o,1,1163
18,target1,block4,26,129,forth,th,1,592
18,filler,block4,26,130,hall,hall,1,1140
18,target1,block4,27,131,thumb,th,1,690
18,target2,block4,27,132,lack,no,1,2956
18,target1,block4,27,133,sick,s,1,778
18,target2,block4,27,134,rot,o,1,1270
18,filler,block4,27,135,resign,resign,1,1188
18,target2,block4,28,136,stomp,o,1,1787
18,target1,block4,28,137,mass,s,1,2677
18,target2,block4,28,138,sacks,no,1,2251
18,target1,block4,28,139,thin,th,1,779
18,filler,block4,28,140,meet,meet,1,1652
18,target2,block4,29,141,rack,no,1,1981
18,target1,block4,29,142,force,s,1,1733
18,target2,block4,29,143,stomp,o,0,1652
18,target1,block4,29,144,math,th,1,758
18,filler,block4,29,145,name,name,1,793
18,target2,block4,30,146,box,o,1,1725
18,target1,block4,30,147,thick,th,1,669
18,target1,block4,30,148,thing,th,1,2079
18,target2,block4,30,149,hat,no,1,904
18,filler,block4,30,150,dime,dime,1,1258
18,target1,block4,31,151,face,s,1,723
18,target2,block4,31,152,socks,o,1,779
18,target2,block4,31,153,rat,no,1,718
18,target1,block4,31,154,sin,s,1,790
18,filler,block4,31,155,fold,fold,1,954
18,target1,block4,32,156,mouth,th,1,1139
18,target2,block4,32,157,top,o,1,823
18,target2,block4,32,158,lock,o,1,1429
18,target1,block4,32,159,some,s,1,1557
18,filler,block4,32,160,post,post,1,781
19,target2,block4,25,121,backs,no,1,1539
19,target1,block4,25,122,sing,s,1,988
19,target2,block4,25,123,tap,no,1,968
19,target1,block4,25,124,faith,th,1,939
19,filler,block4,25,125,beat,beat,1,1538
19,target1,block4,26,126,mouth,th,0,1798
19,target2,block4,26,127,rock,o,1,2270
19,target2,block4,26,128,hat,no,0,2625
19,target1,block4,26,129,forth,th,1,1206
19,filler,block4,26,130,hall,hall,1,1079
19,target1,block4,27,131,thumb,th,1,2662
19,target2,block4,27,132,lack,no,1,1386
19,target1,block4,27,133,sick,s,1,1777
19,target2,block4,27,134,rot,o,1,1661
19,filler,block4,27,135,resign,resign,1,1149
19,target2,block4,28,136,stomp,o,1,1889
19,target1,block4,28,137,mass,s,1,1919
19,target2,block4,28,138,sacks,no,1,2342
19,target1,block4,28,139,thin,th,1,647
19,filler,block4,28,140,meet,meet,1,1586
19,target2,block4,29,141,rack,no,1,2113
19,target1,block4,29,142,forth,th,0,613
19,target2,block4,29,143,stamp,no,1,916
19,target1,block4,29,144,math,th,1,626
19,filler,block4,29,145,name,name,1,868
19,target2,block4,30,146,box,o,1,2158
19,target1,block4,30,147,thick,th,1,1032
19,target1,block4,30,148,thing,th,1,3303
19,target2,block4,30,149,hat,no,1,755
19,filler,block4,30,150,dime,dime,1,1151
19,target1,block4,31,151,face,s,1,963
19,target2,block4,31,152,socks,o,1,1340
19,target2,block4,31,153,rot,o,0,805
19,target1,block4,31,154,sin,s,1,1367
19,filler,block4,31,155,fold,fold,1,1553
19,target1,block4,32,156,mouth,th,1,1262
19,target2,block4,32,157,top,o,1,610
19,target2,block4,32,158,lock,o,1,1028
19,target1,block4,32,159,some,s,1,795
19,filler,block4,32,160,post,post,1,1442
20,target2,block4,25,121,backs,no,1,736
20,target1,block4,25,122,sing,s,1,1466
20,target2,block4,25,123,tap,no,1,669
20,target1,block4,25,124,faith,th,1,853
20,filler,block4,25,125,beat,beat,1,1555
20,target1,block4,26,126,mouse,s,1,4364
20,target2,block4,26,127,rock,o,1,1477
20,target2,block4,26,128,hot,o,1,654
20,target1,block4,26,129,forth,th,1,1150
20,filler,block4,26,130,hall,hall,1,1019
20,target1,block4,27,131,thumb,th,1,1965
20,target2,block4,27,132,lack,no,1,962
20,target1,block4,27,133,sick,s,1,1049
20,target2,block4,27,134,rat,no,0,1158
20,filler,block4,27,135,resign,resign,1,1477
20,target2,block4,28,136,stamp,no,0,2486
20,target1,block4,28,137,math,th,0,1444
20,target2,block4,28,138,sacks,no,1,1398
20,target1,block4,28,139,thin,th,1,1218
20,filler,block4,28,140,met,met,0,1384
20,target2,block4,29,141,rack,no,1,1238
20,target1,block4,29,142,force,s,1,550
20,target2,block4,29,143,stamp,no,1,740
20,target1,block4,29,144,math,th,1,1121
20,filler,block4,29,145,name,name,1,845
20,target2,block4,30,146,box,o,1,1468
20,target1,block4,30,147,thick,th,1,1245
20,target1,block4,30,148,thing,th,1,2121
20,target2,block4,30,149,hat,no,1,941
20,filler,block4,30,150,dime,dime,1,1473
20,target1,block4,31,151,face,s,1,1693
20,target2,block4,31,152,socks,o,1,1293
20,target2,block4,31,153,rat,no,1,1657
20,target1,block4,31,154,sin,s,1,1924
20,filler,block4,31,155,fold,fold,1,1091
20,target1,block4,32,156,mouse,s,0,2695
20,target2,block4,32,157,tap,no,0,1186
20,target2,block4,32,158,lock,o,1,1894
20,target1,block4,32,159,some,s,1,795
20,filler,block4,32,160,post,post,1,994
21,target2,block4,25,121,backs,no,1,1268
21,target1,block4,25,122,sing,s,1,1118
21,target2,block4,25,123,tap,no,1,1158
21,target1,block4,25,124,face,s,0,1322
21,filler,block4,25,125,beat,beat,1,2138
21,target1,block4,26,126,mouse,s,1,1328
21,target2,block4,26,127,rack,no,0,1315
21,target2,block4,26,128,hot,o,1,1178
21,target1,block4,26,129,force,s,0,1481
21,filler,block4,26,130,hall,hall,1,1639
21,target1,block4,27,131,some,s,0,1467
21,target2,block4,27,132,lack,no,1,1757
21,target1,block4,27,133,sick,s,1,1268
21,target2,block4,27,134,rot,o,1,1798
21,filler,block4,27,135,resign,resign,1,1241
21,target2,block4,28,136,stomp,o,1,1699
21,target1,block4,28,137,mass,s,1,1332
21,target2,block4,28,138,sacks,no,1,1658
21,target1,block4,28,139,thin,th,1,1103
21,filler,block4,28,140,met,met,0,1300
21,target2,block4,29,141,rack,no,1,1020
21,target1,block4,29,142,force,s,1,1157
21,target2,block4,29,143,stamp,no,1,1149
21,target1,block4,29,144,math,th,1,1138
21,filler,block4,29,145,name,name,1,1249
21,target2,block4,30,146,box,o,1,2588
21,target1,block4,30,147,thick,th,1,1271
21,target1,block4,30,148,thing,th,1,1919
21,target2,block4,30,149,hat,no,1,956
21,filler,block4,30,150,dime,dime,1,1431
21,target1,block4,31,151,face,s,1,1059
21,target2,block4,31,152,sacks,no,0,1265
21,target2,block4,31,153,rat,no,1,2271
21,target1,block4,31,154,thin,th,0,1195
21,filler,block4,31,155,fold,fold,1,1735
21,target1,block4,32,156,mouth,th,1,1324
21,target2,block4,32,157,top,o,1,1647
21,target2,block4,32,158,lack,no,0,1520
21,target1,block4,32,159,some,s,1,1696
21,filler,block4,32,160,post,post,1,1397
22,target2,block4,25,121,backs,no,1,1117
22,target1,block4,25,122,sing,s,1,1086
22,target2,block4,25,123,tap,no,1,701
22,target1,block4,25,124,faith,th,1,1463
22,filler,block4,25,125,beat,beat,1,1371
22,target1,block4,26,126,mouse,s,1,1328
22,target2,block4,26,127,rock,o,1,1933
22,target2,block4,26,128,hot,o,1,626
22,target1,block4,26,129,forth,th,1,2161
22,filler,block4,26,130,hall,hall,1,987
22,target1,block4,27,131,thumb,th,1,1405
22,target2,block4,27,132,lack,no,1,949
22,target1,block4,27,133,sick,s,1,733
22,target2,block4,27,134,rot,o,1,1332
22,filler,block4,27,135,resign,resign,1,967
22,target2,block4,28,136,stomp,o,1,1223
22,target1,block4,28,137,mass,s,1,844
22,target2,block4,28,138,sacks,no,1,1499
22,target1,block4,28,139,thin,th,1,885
22,filler,block4,28,140,meet,meet,1,952
22,target2,block4,29,141,rack,no,1,1049
22,target1,block4,29,142,forth,th,0,1460
22,target2,block4,29,143,stamp,no,1,738
22,target1,block4,29,144,math,th,1,838
22,filler,block4,29,145,name,name,1,850
22,target2,block4,30,146,box,o,1,726
22,target1,block4,30,147,thick,th,1,864
22,target1,block4,30,148,thing,th,1,951
22,target2,block4,30,149,hat,no,1,678
22,filler,block4,30,150,dime,dime,1,807
22,target1,block4,31,151,face,s,1,2181
22,target2,block4,31,152,socks,o,1,899
22,target2,block4,31,153,rat,no,1,918
22,target1,block4,31,154,thin,th,0,829
22,filler,block4,31,155,fold,fold,1,870
22,target1,block4,32,156,mouse,s,0,1914
22,target2,block4,32,157,top,o,1,904
22,target2,block4,32,158,lock,o,1,1353
22,target1,block4,32,159,thumb,th,0,1023
22,filler,block4,32,160,post,post,1,1016
23,target2,block4,25,121,backs,no,1,2075
23,target1,block4,25,122,thing,th,0,3701
23,target2,block4,25,123,tap,no,1,1254
23,target1,block4,25,124,face,s,0,807
23,filler,block4,25,125,beat,beat,1,1101
23,target1,block4,26,126,mouse,s,1,1224
23,target2,block4,26,127,rock,o,1,1698
23,target2,block4,26,128,hot,o,1,1425
23,target1,block4,26,129,forth,th,1,2602
23,filler,block4,26,130,hall,hall,1,1128
23,target1,block4,27,131,thumb,th,1,1674
23,target2,block4,27,132,lack,no,1,1313
23,target1,block4,27,133,sick,s,1,1250
23,target2,block4,27,134,rot,o,1,2763
23,filler,block4,27,135,resign,resign,1,1073
23,target2,block4,28,136,stamp,no,0,1373
23,target1,block4,28,137,math,th,0,906
23,target2,block4,28,138,sacks,no,1,1361
23,target1,block4,28,139,thin,th,1,853
23,filler,block4,28,140,meet,meet,1,1181
23,target2,block4,29,141,rack,no,1,1181
23,target1,block4,29,142,force,s,1,1756
23,target2,block4,29,143,stamp,no,1,959
23,target1,block4,29,144,math,th,1,1101
23,filler,block4,29,145,name,name,1,803
23,target2,block4,30,146,box,o,1,1305
23,target1,block4,30,147,thick,th,1,821
23,target1,block4,30,148,sing,s,0,1535
23,target2,block4,30,149,hot,o,0,4312
23,filler,block4,30,150,dime,dime,1,1052
23,target1,block4,31,151,face,s,1,1967
23,target2,block4,31,152,socks,o,1,3993
23,target2,block4,31,153,rat,no,1,1319
23,target1,block4,31,154,thin,th,0,2131
23,filler,block4,31,155,fold,fold,1,1002
23,target1,block4,32,156,mouse,s,0,2973
23,target2,block4,32,157,top,o,1,1195
23,target2,block4,32,158,lock,o,1,1878
23,target1,block4,32,159,some,s,1,1397
23,filler,block4,32,160,post,post,1,1316
24,target2,block4,25,121,backs,no,1,1502
24,target1,block4,25,122,sing,s,1,2043
24,target2,block4,25,123,tap,no,1,1183
24,target1,block4,25,124,face,s,0,4315
24,filler,block4,25,125,beat,beat,1,1120
24,target1,block4,26,126,mouth,th,0,3140
24,target2,block4,26,127,rock,o,1,1465
24,target2,block4,26,128,hot,o,1,3299
24,target1,block4,26,129,forth,th,1,2036
24,filler,block4,26,130,hall,hall,1,1738
24,target1,block4,27,131,thumb,th,1,1518
